Strain;Species;Local;Phenotype Batch;Possition;Light intensity;Metal;Concentration;Growth compared to control;Replicate;InhibitionRAW;Running no;Inhibition
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;0;1.001424555;2;-0.001424555;2481;-0.001424555
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;0;0.998879807;2;0.001120193;2458;0.001120193
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;0;0.993596411;1;0.006403589;2411;0.006403589
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;5;0.99333232;1;0.00666768;2394;0.00666768
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;0;0.991272369;3;0.008727631;2505;0.008727631
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;0;0.989178625;5;0.010821375;2484;0.010821375
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;0;0.982216106;3;0.017783894;2482;0.017783894
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;0;0.973792958;1;0.026207042;2457;0.026207042
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;0;0.969079137;3;0.030920863;2436;0.030920863
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;4;0.967664729;2;0.032335271;2401;0.032335271
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;6;0.966853192;2;0.033146808;2399;0.033146808
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;0;0.966585522;3;0.033414478;2574;0.033414478
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;1.607510288;0.961759257;3;0.038240743;2433;0.038240743
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;62.5;0.943944032;3;0.056055968;2547;0.056055968
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;0;0.937429505;2;0.062570495;2527;0.062570495
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;2.777777778;0.936585588;3;0.063414412;2430;0.063414412
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;1.779785156;0.935725076;2;0.064274924;2450;0.064274924
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;0;0.93548958;1;0.06451042;2549;0.06451042
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;6;0.933412612;1;0.066587388;2393;0.066587388
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;125;0.929537637;3;0.070462363;2546;0.070462363
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;2.314814815;0.929332299;1;0.070667701;2419;0.070667701
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;0;0.92461622;2;0.07538378;2435;0.07538378
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;3.046349735;0.924547916;2;0.075452084;2473;0.075452084
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;0;0.920527511;3;0.079472489;2459;0.079472489
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;3.046349735;0.91378584;1;0.08621416;2467;0.08621416
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;62.5;0.91376365;1;0.08623635;2535;0.08623635
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;8.192;0.913380933;1;0.086619067;2489;0.086619067
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;3;0.90853309;1;0.09146691;2396;0.09146691
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;8.192;0.90826059;2;0.09173941;2495;0.09173941
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;2.373046875;0.90595594;1;0.09404406;2443;0.09404406
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;31.25;0.905287387;2;0.094712613;2542;0.094712613
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;2.373046875;0.902347652;2;0.097652348;2449;0.097652348
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;6.172839506;0.902341097;2;0.097658903;2518;0.097658903
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;10.24;0.900418463;1;0.099581537;2488;0.099581537
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;0;0.897182719;1;0.102817281;2434;0.102817281
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;6.5536;0.894170197;2;0.105829803;2496;0.105829803
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;5.331112037;0.887849632;3;0.112150368;2478;0.112150368
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;3.046349735;0.886776958;3;0.113223042;2479;0.113223042
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;3.1640625;0.886108496;1;0.113891504;2442;0.113891504
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;4;0.885812756;1;0.114187244;2395;0.114187244
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;0;0.88420628;1;0.11579372;2572;0.11579372
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;125;0.882357122;1;0.117642878;2534;0.117642878
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;0;0.87906924;1;0.12093076;2503;0.12093076
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;0;0.864152648;3;0.135847352;2528;0.135847352
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;31.25;0.862513058;1;0.137486942;2536;0.137486942
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;5.331112037;0.858653375;2;0.141346625;2472;0.141346625
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;5.331112037;0.855550804;1;0.144449196;2466;0.144449196
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;10.24;0.85501759;3;0.14498241;2500;0.14498241
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;18.51851852;0.847826914;2;0.152173086;2517;0.152173086
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;125;0.845052024;2;0.154947976;2540;0.154947976
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;6.172839506;0.844927751;1;0.155072249;2512;0.155072249
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;2.777777778;0.843060199;1;0.156939801;2418;0.156939801
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;1.779785156;0.840799344;1;0.159200656;2444;0.159200656
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;2.057613169;0.839433607;1;0.160566393;2513;0.160566393
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;16;0.83938714;1;0.16061286;2486;0.16061286
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;2;0.835394545;1;0.164605455;2397;0.164605455
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;1.779785156;0.832559885;3;0.167440115;2456;0.167440115
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;0;0.828610028;3;0.171389972;2551;0.171389972
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;62.5;0.825600652;2;0.174399348;2541;0.174399348
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;16;0.809325079;3;0.190674921;2498;0.190674921
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;1.929012346;0.806602968;1;0.193397032;2420;0.193397032
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;31.25;0.803902094;3;0.196097906;2548;0.196097906
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;3.1640625;0.802947041;2;0.197052959;2448;0.197052959
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E2;187;Control;0;0.800863826;3;0.199136174;2413;0.199136174
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;2.777777778;0.798432247;2;0.201567753;2424;0.201567753
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;0;0.795314424;1;0.204685576;2526;0.204685576
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;10.24;0.793001609;2;0.206998391;2494;0.206998391
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;2.373046875;0.78973737;3;0.21026263;2455;0.21026263
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;2.057613169;0.787511825;2;0.212488175;2519;0.212488175
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;8.192;0.775452127;3;0.224547873;2501;0.224547873
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;0;0.775272305;2;0.224727695;2504;0.224727695
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;3.1640625;0.772900892;3;0.227099108;2454;0.227099108
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;6.5536;0.768312591;3;0.231687409;2502;0.231687409
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;2.057613169;0.750566666;3;0.249433334;2525;0.249433334
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;12.8;0.739000567;1;0.260999433;2487;0.260999433
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;250;0.723436268;1;0.276563732;2533;0.276563732
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;4.21875;0.722651843;1;0.277348157;2441;0.277348157
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;40.96;0.719732424;3;0.280267576;2571;0.280267576
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;18.51851852;0.697176418;3;0.302823582;2523;0.302823582
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;9.329446064;0.693773877;2;0.306226123;2471;0.306226123
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;6.172839506;0.674176093;3;0.325823907;2524;0.325823907
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;51.2;0.66984288;1;0.33015712;2558;0.33015712
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;9.329446064;0.662683065;1;0.337316935;2465;0.337316935
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;9.329446064;0.649223556;3;0.350776444;2477;0.350776444
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;250;0.646066103;3;0.353933897;2545;0.353933897
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;18.51851852;0.644314107;1;0.355685893;2511;0.355685893
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;51.2;0.601788726;3;0.398211274;2570;0.398211274
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;6.5536;0.592584374;1;0.407415626;2490;0.407415626
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;250;0.589658479;2;0.410341521;2539;0.410341521
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;16;0.585513237;2;0.414486763;2492;0.414486763
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;51.2;0.577405816;2;0.422594184;2564;0.422594184
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;40.96;0.544394277;1;0.455605723;2559;0.455605723
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;16.32653061;0.534047623;3;0.465952377;2476;0.465952377
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;16.32653061;0.533486666;1;0.466513334;2464;0.466513334
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;40.96;0.531085752;2;0.468914248;2565;0.468914248
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;12.8;0.530331534;3;0.469668466;2499;0.469668466
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;4.21875;0.502467666;3;0.497532334;2453;0.497532334
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;4.21875;0.500034796;2;0.499965204;2447;0.499965204
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;64;0.483781315;1;0.516218685;2557;0.516218685
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;16.32653061;0.475508146;2;0.524491854;2470;0.524491854
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;64;0.473811694;2;0.526188306;2563;0.526188306
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;12.8;0.443273979;2;0.556726021;2493;0.556726021
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;64;0.440753535;3;0.559246465;2569;0.559246465
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;500;0.417178037;1;0.582821963;2532;0.582821963
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;80;0.394565294;3;0.605434706;2568;0.605434706
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;500;0.380254459;2;0.619745541;2538;0.619745541
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;80;0.376415642;1;0.623584358;2556;0.623584358
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;500;0.355706843;3;0.644293157;2544;0.644293157
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;100;0.325099826;1;0.674900174;2555;0.674900174
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;80;0.315362023;2;0.684637977;2562;0.684637977
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;5.625;0.313352474;1;0.686647526;2440;0.686647526
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;55.55555556;0.312322314;2;0.687677686;2516;0.687677686
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;55.55555556;0.278501651;3;0.721498349;2522;0.721498349
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;20;0.234511652;3;0.765488348;2497;0.765488348
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;125;0.232214627;3;0.767785373;2566;0.767785373
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;55.55555556;0.218888329;1;0.781111671;2510;0.781111671
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;28.57142857;0.19397775;2;0.80602225;2469;0.80602225
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;28.57142857;0.188246713;3;0.811753287;2475;0.811753287
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;125;0.187725745;1;0.812274255;2554;0.812274255
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;100;0.180736726;3;0.819263274;2567;0.819263274
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;28.57142857;0.163921135;1;0.836078865;2463;0.836078865
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;5.625;0.157532502;2;0.842467498;2446;0.842467498
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;125;0.153329263;2;0.846670737;2560;0.846670737
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F8;160;Pb;100;0.146075402;2;0.853924598;2561;0.853924598
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;500;0.109602849;3;0.890397151;2520;0.890397151
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;5.625;0.016647827;3;0.983352173;2452;0.983352173
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;7.5;-0.002020272;1;1.002020272;2439;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;500;-0.022965711;2;1.022965711;2514;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;4;-0.038220968;3;1.038220968;2428;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;20;-0.039542336;1;1.039542336;2485;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;3.333333333;-0.056737863;2;1.056737863;2423;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;50;-0.069310375;2;1.069310375;2468;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;7.5;-0.079133691;3;1.079133691;2451;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;500;-0.084199852;1;1.084199852;2508;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;166.6666667;-0.090139472;1;1.090139472;2509;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;166.6666667;-0.090139472;2;1.090139472;2515;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;D3;200;Co;166.6666667;-0.090139472;3;1.090139472;2521;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;50;-0.105716465;3;1.105716465;2474;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G4;173;Zn;20;-0.115923816;2;1.115923816;2491;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;E6;197;Cd;7.5;-0.145697034;2;1.145697034;2445;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;3.333333333;-0.149122503;3;1.149122503;2429;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;1000;-0.173438753;2;1.173438753;2537;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;3.333333333;-0.216835334;1;1.216835334;2417;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;G3;168;Ni;50;-0.25230941;1;1.25230941;2462;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;4;-0.765636903;1;1.765636903;2416;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F2;180;Cu;4;-0.765636903;2;1.765636903;2422;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;1000;-0.800059986;1;1.800059986;2531;1
TB_GP2_4_16;T_baltica;GP;Exp_ 5;F3;189;Ag;1000;-0.800059986;3;1.800059986;2543;1
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;0;1.186407016;4;-0.186407016;2759;-0.186407016
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;0;1.134952776;3;-0.134952776;2712;-0.134952776
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;5;1.119224778;3;-0.119224778;2590;-0.119224778
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;4;1.115787531;3;-0.115787531;2591;-0.115787531
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;1.106115354;2;-0.106115354;2642;-0.106115354
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;0;1.08874268;4;-0.08874268;2598;-0.08874268
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;2;1.081750572;3;-0.081750572;2593;-0.081750572
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;0;1.080261943;4;-0.080261943;2690;-0.080261943
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;1.607510288;1.07774348;3;-0.07774348;2617;-0.07774348
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;0;1.07674886;5;-0.07674886;2622;-0.07674886
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;0;1.07414889;5;-0.07414889;2599;-0.07414889
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;0;1.071689265;3;-0.071689265;2735;-0.071689265
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;0;1.071062458;5;-0.071062458;2691;-0.071062458
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;0;1.059867121;5;-0.059867121;2737;-0.059867121
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;1;1.057468447;3;-0.057468447;2594;-0.057468447
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;6;1.053581324;3;-0.053581324;2589;-0.053581324
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;1.052276577;2;-0.052276577;2665;-0.052276577
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;1.04615934;1;-0.04615934;2664;-0.04615934
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;2;1.03311675;1;-0.03311675;2581;-0.03311675
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;3;1.031478515;2;-0.031478515;2586;-0.031478515
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;2.314814815;1.031449396;3;-0.031449396;2615;-0.031449396
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;0;1.028766241;2;-0.028766241;2619;-0.028766241
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;0;1.027599585;4;-0.027599585;2621;-0.027599585
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;2;1.018989058;2;-0.018989058;2587;-0.018989058
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;1;1.018019132;2;-0.018019132;2588;-0.018019132
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;1.607510288;1.008612186;1;-0.008612186;2605;-0.008612186
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;3;1.004960179;3;-0.004960179;2592;-0.004960179
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;1.779785156;1.001998791;3;-0.001998791;2640;-0.001998791
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;1;0.99908488;1;0.00091512;2582;0.00091512
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;0;0.995592096;2;0.004407904;2757;0.004407904
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;1.929012346;0.995465886;1;0.004534114;2604;0.004534114
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;0.994349674;5;0.005650326;2668;0.005650326
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;2.314814815;0.986964243;1;0.013035757;2603;0.013035757
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;6;0.984373085;2;0.015626915;2583;0.015626915
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;5;0.982535571;2;0.017464429;2584;0.017464429
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;0.98177279;1;0.01822721;2641;0.01822721
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;0.979447308;4;0.020552692;2644;0.020552692
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;0;0.977518169;3;0.022481831;2689;0.022481831
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;1.607510288;0.975440942;2;0.024559058;2611;0.024559058
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;0.972575972;5;0.027424028;2645;0.027424028
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;0;0.971893477;2;0.028106523;2596;0.028106523
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;0;0.963927013;4;0.036072987;2736;0.036072987
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;0.96217536;4;0.03782464;2667;0.03782464
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;3.1640625;0.961512077;3;0.038487923;2638;0.038487923
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;0;0.955000879;2;0.044999121;2734;0.044999121
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C8;170;Ni;3.046349735;0.953335709;3;0.046664291;2663;0.046664291
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;0;0.951257645;2;0.048742355;2688;0.048742355
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;1.929012346;0.942595029;3;0.057404971;2616;0.057404971
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;0;0.934691141;3;0.065308859;2620;0.065308859
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;0;0.930790168;5;0.069209832;2714;0.069209832
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;1.779785156;0.926285461;2;0.073714539;2634;0.073714539
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;0.922808037;3;0.077191963;2643;0.077191963
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;0;0.92071781;3;0.07928219;2666;0.07928219
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;0;0.915390172;1;0.084609828;2756;0.084609828
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B1;165;Pb;0;0.912277647;5;0.087722353;2760;0.087722353
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;0;0.911485028;1;0.088514972;2733;0.088514972
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;0;0.911235817;1;0.088764183;2595;0.088764183
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;0;0.909304161;1;0.090695839;2710;0.090695839
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;2.314814815;0.896452684;2;0.103547316;2609;0.103547316
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;1.929012346;0.895593934;2;0.104406066;2610;0.104406066
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;0;0.888476569;1;0.111523431;2618;0.111523431
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;3.1640625;0.887617806;1;0.112382194;2626;0.112382194
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;62.5;0.885358738;1;0.114641262;2719;0.114641262
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;0;0.884065968;3;0.115934032;2597;0.115934032
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C4;199;Co;0;0.877382805;4;0.122617195;2713;0.122617195
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B7;183;Cu;2.777777778;0.873858552;2;0.126141448;2608;0.126141448
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;31.25;0.873283618;3;0.126716382;2732;0.126716382
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;2.373046875;0.867204495;1;0.132795505;2627;0.132795505
TB_GP2_4_9;T_baltica;GP;Exp_ 5;C7;189;Control;4;0.866834654;2;0.133165346;2585;0.133165346
TB_GP2_4_9;T_baltica;GP;Exp_ 5;E8;172;Zn;0;0.85979471;1;0.14020529;2687;0.14020529
TB_GP2_4_9;T_baltica;GP;Exp_ 5;B6;197;Cd;2.373046875;0.853201949;2;0.146798051;2633;0.146798051
TB_GP2_4_9;T_baltica;GP;Exp_ 5;A6;192;Ag;125;0.832922469;3;0.167077531;2730;0.167077531
