Strain;Species;Local;Phenotype Batch;Possition;Light intensity;Metal;Concentration;Growth compared to control;Replicate;InhibitionRAW;Running no;Inhibition
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;8.437500001;0.592578084;2;0.407421916;815;0.407421916
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;9.329446064;0.590383914;1;0.409616086;740;0.409616086
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G2;163;Pb;80;0.574517222;2;0.425482778;860;0.425482778
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;9.329446064;0.571892656;2;0.428107344;746;0.428107344
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;8.437500001;0.557583328;3;0.442416672;821;0.442416672
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;9.329446064;0.546061809;3;0.453938191;752;0.453938191
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G2;163;Pb;80;0.523483175;1;0.476516825;854;0.476516825
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F5;189;Ag;88.88888889;0.507624201;1;0.492375799;762;0.492375799
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;11.25;0.497752831;2;0.502247169;814;0.502247169
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F5;189;Ag;88.88888889;0.486775384;2;0.513224616;768;0.513224616
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;11.25;0.480694821;1;0.519305179;808;0.519305179
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;10.24;0.476330472;2;0.523669528;792;0.523669528
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F5;189;Ag;88.88888889;0.419613602;3;0.580386398;774;0.580386398
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;10.24;0.415279054;1;0.584720946;786;0.584720946
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;11.25;0.407039903;3;0.592960097;820;0.592960097
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;10.24;0.386062801;3;0.613937199;798;0.613937199
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;15;0.354990136;2;0.645009864;813;0.645009864
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;15;0.345199549;1;0.654800451;807;0.654800451
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;15;0.314900226;3;0.685099774;819;0.685099774
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G2;163;Pb;100;0.292103743;1;0.707896257;853;0.707896257
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G2;163;Pb;100;0.277028123;3;0.722971877;865;0.722971877
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;20;0.276406975;2;0.723593025;812;0.723593025
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;E3;200;Co;55.55555556;0.259999883;3;0.740000117;889;0.740000117
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G2;163;Pb;100;0.248342337;2;0.751657663;859;0.751657663
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;20;0.24826178;1;0.75173822;806;0.75173822
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;E3;200;Co;55.55555556;0.245364255;2;0.754635745;883;0.754635745
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F4;195;Cd;20;0.198898285;3;0.801101715;818;0.801101715
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;16.32653061;0.194236572;2;0.805763428;745;0.805763428
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G2;163;Pb;125;0.19210726;3;0.80789274;864;0.80789274
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;16.32653061;0.190676647;1;0.809323353;739;0.809323353
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;E3;200;Co;55.55555556;0.177343477;1;0.822656523;877;0.822656523
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;16.32653061;0.16460295;3;0.83539705;751;0.83539705
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F5;189;Ag;133.3333333;0.126017505;1;0.873982495;761;0.873982495
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;28.57142857;0.103197844;1;0.896802156;738;0.896802156
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G2;163;Pb;125;0.097292073;1;0.902707927;852;0.902707927
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G2;163;Pb;125;0.076697155;2;0.923302845;858;0.923302845
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;12.8;0.073414717;1;0.926585283;785;0.926585283
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F5;189;Ag;133.3333333;0.057992037;3;0.942007963;773;0.942007963
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;28.57142857;0.057053775;3;0.942946225;750;0.942946225
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;50;0.049459508;3;0.950540492;749;0.950540492
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;28.57142857;0.049049822;2;0.950950178;744;0.950950178
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;E3;200;Co;166.6666667;0.036687244;3;0.963312756;888;0.963312756
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F5;189;Ag;133.3333333;0.027320616;2;0.972679384;767;0.972679384
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F6;182;Cu;2.777777778;0.026757072;1;0.973242928;831;0.973242928
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;12.8;-0.004009683;2;1.004009683;791;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;E3;200;Co;166.6666667;-0.00514809;2;1.00514809;882;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;50;-0.005223719;1;1.005223719;737;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G6;168;Ni;50;-0.031716371;2;1.031716371;743;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;E3;200;Co;500;-0.037624827;3;1.037624827;887;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F6;182;Cu;2.777777778;-0.056562986;3;1.056562986;843;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;E3;200;Co;166.6666667;-0.058032106;1;1.058032106;876;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;E3;200;Co;500;-0.066459976;2;1.066459976;881;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F5;189;Ag;200;-0.085642183;3;1.085642183;772;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;12.8;-0.097112382;3;1.097112382;797;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;16;-0.097322387;2;1.097322387;790;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F6;182;Cu;2.777777778;-0.116151305;2;1.116151305;837;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;20;-0.179678884;3;1.179678884;795;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F5;189;Ag;200;-0.183704203;2;1.183704203;766;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;E3;200;Co;500;-0.193860288;1;1.193860288;875;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;16;-0.205632479;3;1.205632479;796;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;16;-0.212762013;1;1.212762013;784;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F5;189;Ag;200;-0.236163862;1;1.236163862;760;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;20;-0.238130976;2;1.238130976;789;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F6;182;Cu;4;-0.344690229;1;1.344690229;829;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F6;182;Cu;3.333333333;-0.344690229;1;1.344690229;830;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F6;182;Cu;4;-0.344690229;2;1.344690229;835;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F6;182;Cu;3.333333333;-0.344690229;2;1.344690229;836;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F6;182;Cu;4;-0.344690229;3;1.344690229;841;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;F6;182;Cu;3.333333333;-0.344690229;3;1.344690229;842;1
SM_GP2_4_20;S_marinoi;GP;Exp_ 4;G5;176;Zn;20;-0.451365549;1;1.451365549;783;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;1;n/a;1;;1087;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;6;n/a;2;;1088;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;5;n/a;2;;1089;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;4;n/a;2;;1090;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;2;n/a;2;;1092;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;1;n/a;2;;1093;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;0;n/a;4;;1103;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;6.328125;1.864472494;2;-0.864472494;1045;-0.864472494
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;6.328125;1.834745646;1;-0.834745646;1039;-0.834745646
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;4.74609375;1.61385028;1;-0.61385028;1040;-0.61385028
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;6.25;1.440675875;1;-0.440675875;971;-0.440675875
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;6.328125;1.384378281;3;-0.384378281;1051;-0.384378281
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;3.559570313;1.35040508;1;-0.35040508;1041;-0.35040508
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;4.74609375;1.348590375;2;-0.348590375;1046;-0.348590375
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;3.125;1.331190481;1;-0.331190481;972;-0.331190481
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;4.74609375;1.319629479;3;-0.319629479;1052;-0.319629479
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;3.559570313;1.309413198;2;-0.309413198;1047;-0.309413198
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;1.31072;1.280952293;1;-0.280952293;995;-0.280952293
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;3.950617284;1.278784011;2;-0.278784011;1069;-0.278784011
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;3;1.275005937;2;-0.275005937;1091;-0.275005937
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;2.057613169;1.274449442;1;-0.274449442;1018;-0.274449442
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;6;1.27014107;3;-0.27014107;1094;-0.27014107
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;18.51851852;1.268396606;1;-0.268396606;924;-0.268396606
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;3.950617284;1.268028299;1;-0.268028299;1063;-0.268028299
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;3.950617284;1.266300261;3;-0.266300261;1075;-0.266300261
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;18.51851852;1.265603896;2;-0.265603896;930;-0.265603896
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;3.125;1.256333228;2;-0.256333228;978;-0.256333228
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;3.559570313;1.253537863;3;-0.253537863;1053;-0.253537863
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;6.172839506;1.253206093;2;-0.253206093;931;-0.253206093
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;0;1.25241743;1;-0.25241743;1008;-0.25241743
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;6.25;1.243533603;2;-0.243533603;977;-0.243533603
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;6;1.240307278;1;-0.240307278;1082;-0.240307278
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;8.888888889;1.223192032;2;-0.223192032;1067;-0.223192032
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;5;1.222234851;1;-0.222234851;1083;-0.222234851
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;8.4375;1.218469426;1;-0.218469426;1038;-0.218469426
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;0;1.21437971;1;-0.21437971;1054;-0.21437971
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;3.125;1.210494433;3;-0.210494433;984;-0.210494433
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;2.633744856;1.208682997;3;-0.208682997;1076;-0.208682997
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;0;1.207084931;4;-0.207084931;988;-0.207084931
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;0;1.201051836;3;-0.201051836;1102;-0.201051836
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;2.057613169;1.194029064;1;-0.194029064;926;-0.194029064
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;2.633744856;1.193969364;2;-0.193969364;1070;-0.193969364
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;6.25;1.18957601;3;-0.18957601;983;-0.18957601
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;0;1.189472086;4;-0.189472086;965;-0.189472086
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;1;1.17656372;3;-0.17656372;1099;-0.17656372
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;6.172839506;1.176307314;1;-0.176307314;925;-0.176307314
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;0;1.168808809;1;-0.168808809;1077;-0.168808809
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;6.172839506;1.162111936;3;-0.162111936;1029;-0.162111936
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;1.31072;1.162071996;2;-0.162071996;1001;-0.162071996
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;0;1.162054564;4;-0.162054564;942;-0.162054564
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;0;1.153861343;1;-0.153861343;1100;-0.153861343
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;0;1.149386411;1;-0.149386411;962;-0.149386411
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;6.172839506;1.148285277;2;-0.148285277;1023;-0.148285277
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;5.925925926;1.144919041;2;-0.144919041;1068;-0.144919041
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;0;1.120446235;1;-0.120446235;939;-0.120446235
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;8.888888889;1.119167912;1;-0.119167912;1061;-0.119167912
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;0;1.11453238;2;-0.11453238;1032;-0.11453238
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;55.55555556;1.111718649;2;-0.111718649;929;-0.111718649
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;0;1.110505948;3;-0.110505948;1033;-0.110505948
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;3;1.110362779;1;-0.110362779;1085;-0.110362779
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;3;1.108420458;3;-0.108420458;1097;-0.108420458
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;4;1.107015348;3;-0.107015348;1096;-0.107015348
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;55.55555556;1.103794346;1;-0.103794346;923;-0.103794346
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;2.633744856;1.096655128;1;-0.096655128;1064;-0.096655128
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;0;1.086153121;2;-0.086153121;1009;-0.086153121
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;5.925925926;1.085805098;3;-0.085805098;1074;-0.085805098
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;5.925925926;1.071657199;1;-0.071657199;1062;-0.071657199
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;6.172839506;1.064020464;3;-0.064020464;937;-0.064020464
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;2.057613169;1.052030532;3;-0.052030532;938;-0.052030532
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;18.51851852;1.050401935;3;-0.050401935;936;-0.050401935
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;1.6384;1.0469287;2;-0.0469287;1000;-0.0469287
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;0;1.041366203;2;-0.041366203;1101;-0.041366203
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;4;1.040864644;1;-0.040864644;1084;-0.040864644
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;0;1.040599697;3;-0.040599697;987;-0.040599697
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;0;1.031151339;3;-0.031151339;1056;-0.031151339
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;12.5;1.027211384;1;-0.027211384;970;-0.027211384
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;1.6384;1.022437445;1;-0.022437445;994;-0.022437445
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;55.55555556;1.021064693;3;-0.021064693;935;-0.021064693
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;2;1.016013328;1;-0.016013328;1086;-0.016013328
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;2;1.015949102;3;-0.015949102;1098;-0.015949102
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;2.057613169;1.014807894;2;-0.014807894;932;-0.014807894
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;0;1.003827912;2;-0.003827912;1078;-0.003827912
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;0;1.002267308;3;-0.002267308;1010;-0.002267308
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;5;0.981847146;3;0.018152854;1095;0.018152854
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;0;0.977090285;2;0.022909715;940;0.022909715
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;0;0.973208592;5;0.026791408;1081;0.026791408
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;2.057613169;0.97155017;2;0.02844983;1024;0.02844983
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C2;184;Control;0;0.969356076;5;0.030643924;1104;0.030643924
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;0;0.968550598;2;0.031449402;986;0.031449402
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;2.048;0.959253319;1;0.040746681;993;0.040746681
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;0;0.950271424;2;0.049728576;1055;0.049728576
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;0;0.946766461;5;0.053233539;966;0.053233539
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;8.4375;0.94295304;2;0.05704696;1044;0.05704696
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;8.888888889;0.937342207;3;0.062657793;1073;0.062657793
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;6.172839506;0.937308292;1;0.062691708;1017;0.062691708
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;1.31072;0.936619222;3;0.063380778;1007;0.063380778
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;12.5;0.934265187;3;0.065734813;982;0.065734813
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;0;0.927480013;4;0.072519987;1057;0.072519987
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;0;0.927131885;5;0.072868115;1035;0.072868115
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;0;0.921120997;1;0.078879003;1031;0.078879003
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;1.6384;0.910976139;3;0.089023861;1006;0.089023861
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;0;0.910518648;4;0.089481352;1080;0.089481352
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;0;0.908326223;3;0.091673777;941;0.091673777
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;12.5;0.904064725;2;0.095935275;976;0.095935275
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;0;0.891907753;3;0.108092247;1079;0.108092247
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;0;0.866631544;3;0.133368456;964;0.133368456
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;0;0.862451579;5;0.137548421;989;0.137548421
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;2.057613169;0.850476242;3;0.149523758;1030;0.149523758
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;0;0.843451991;4;0.156548009;1034;0.156548009
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;8.4375;0.820853713;3;0.179146287;1050;0.179146287
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;0;0.820074355;5;0.179925645;1012;0.179925645
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;0;0.815777486;1;0.184222514;985;0.184222514
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;0;0.785329844;5;0.214670156;1058;0.214670156
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;2.048;0.775598689;2;0.224401311;999;0.224401311
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;2.048;0.765237287;3;0.234762713;1005;0.234762713
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;18.51851852;0.733762926;2;0.266237074;1022;0.266237074
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;18.51851852;0.7117249;3;0.2882751;1028;0.2882751
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A8;165;Pb;0;0.679091496;5;0.320908504;943;0.320908504
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;11.25;0.66517562;2;0.33482438;1043;0.33482438
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;0;0.583167479;4;0.416832521;1011;0.416832521
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;11.25;0.564690492;1;0.435309508;1037;0.435309508
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;18.51851852;0.559516524;1;0.440483476;1016;0.440483476
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;0;0.551711648;2;0.448288352;963;0.448288352
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;13.33333333;0.437075097;2;0.562924903;1066;0.562924903
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;13.33333333;0.434175971;1;0.565824029;1060;0.565824029
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;2.56;0.431719997;3;0.568280003;1004;0.568280003
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;2.56;0.423206033;2;0.576793967;998;0.576793967
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;2.56;0.395342946;1;0.604657054;992;0.604657054
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;D1;170;Zn;13.33333333;0.33162438;3;0.66837562;1072;0.66837562
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;62.5;0.283825497;1;0.716174503;949;0.716174503
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;55.55555556;0.278436905;1;0.721563095;1015;0.721563095
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;55.55555556;0.262280128;2;0.737719872;1021;0.737719872
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;166.6666667;0.143834553;2;0.856165447;1020;0.856165447
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;15;0.136869284;2;0.863130716;1042;0.863130716
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;62.5;0.129425759;3;0.870574241;961;0.870574241
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;11.25;0.103846291;3;0.896153709;1049;0.896153709
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;62.5;0.095057153;2;0.904942847;955;0.904942847
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;125;0.086806358;2;0.913193642;954;0.913193642
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;55.55555556;0.080106451;3;0.919893549;1027;0.919893549
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;15;0.038012686;3;0.961987314;1048;0.961987314
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C3;198;Co;166.6666667;0.012826343;1;0.987173657;1014;0.987173657
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B5;198;Cd;15;0.008290275;1;0.991709725;1036;0.991709725
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;125;-0.052344457;3;1.052344457;960;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;250;-0.062185872;1;1.062185872;947;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;C1;168;Ni;50;-0.110703861;2;1.110703861;974;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;B2;181;Cu;3.2;-0.164623358;3;1.164623358;1003;1
SM_GP2_4_16;S_marinoi;GP;Exp_ 1;A5;193;Ag;125;-0.198180657;1;1.198180657;948;1
