CASnr;ParKod;Parameter;Matris;Value;Status;Enhet;ProvId;UndersId;Undersökning;Provplats;X-Koord;Y-Koord;Kommunnr;Länskod;Vattendistr;StationTyp;Typmiljö;OriginalId;Provtid;Djup;Livsmedel;Provtyp;Belastningstyp;Storlek;Fraktion;Sediment övre;Sediment undre;Slamtyp;Vattenfraktion;Vattentyp;Art;Art(lat);Ålder;Längd;Vikt;Torrvikt%;Fetthalt%;Antal;Kön;Organ;Typ;Analysdatum
7440-50-8;CU;copper;VATTEN;1900;;ng/l;12577;152;Nationell screening, 2013: Assessment of the occurrence of stormwater related substances in sewage sludge and effluent water;Henriksdal WWTP;6578807;1631128;180;AB;SE3;Reningsverk;;2554;2013-10-08;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;10000;;ng/l;12578;152;Nationell screening, 2013: Assessment of the occurrence of stormwater related substances in sewage sludge and effluent water;Ryaverket WWTP;6403664;1266707;1480;O;SE5;Reningsverk;;2542;2013-09-24;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2900;;ng/l;12579;152;Nationell screening, 2013: Assessment of the occurrence of stormwater related substances in sewage sludge and effluent water;Gässlösa WWTP;6401433;1328415;1490;O;SE5;Reningsverk;;2495;2013-08-27;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1100;;ng/l;12580;152;Nationell screening, 2013: Assessment of the occurrence of stormwater related substances in sewage sludge and effluent water;Bollebygd WWTP;6397696;1304085;1443;O;SE5;Reningsverk;;2488;2013-08-27;;;;;;;;;;;Utgående;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.5;;µg/l;12209;146;Occurrence of additional WFD priority substances in Sweden;Edeboviken 1 Hallstavik;6664839;1654849;;AB;;;KUST;SW07;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.88;;µg/l;12228;146;Occurrence of additional WFD priority substances in Sweden;Färnsjön;6621667;1406597;;S;;;LIMNISK;SW26;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2;;µg/l;12229;146;Occurrence of additional WFD priority substances in Sweden;Gnosjöån nedstr ARV;6358062;1375411;;F;;;LIMNISK;SW27;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.7;;µg/l;12231;146;Occurrence of additional WFD priority substances in Sweden;Gothemsån nedstr reningsdammar;6391378;1676248;980;I;;;LIMNISK;SW29;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.7;;µg/l;12232;146;Occurrence of additional WFD priority substances in Sweden;Gothemsån nedstr reningsdammar;6391378;1676248;980;I;;;LIMNISK;SW30;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;12215;146;Occurrence of additional WFD priority substances in Sweden;Emån nedstr Nyboholms bruk Kvillsfors;6364570;1483396;685;F;;;LIMNISK;SW13;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;12216;146;Occurrence of additional WFD priority substances in Sweden;Emån nedstr Nyboholms bruk Kvillsfors;6364570;1483396;685;F;;;LIMNISK;SW14;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.1;;µg/l;12225;146;Occurrence of additional WFD priority substances in Sweden;Fyrisån nedstr Kungsängsverket ARV;6637474;1603630;139;C;;;LIMNISK;SW23;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.9;;µg/l;12226;146;Occurrence of additional WFD priority substances in Sweden;Fyrisån nedstr Kungsängsverket ARV;6637474;1603630;139;C;;;LIMNISK;SW24;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.5;;µg/l;12239;146;Occurrence of additional WFD priority substances in Sweden;Hammarö Vänern Karlstad;6584975;1372978;1780;S;;;LIMNISK;SW37;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.8;;µg/l;12245;146;Occurrence of additional WFD priority substances in Sweden;Hyndalsån Tolerudsbäcken;6599696;1357448;;S;;;LIMNISK;SW43;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.8;;µg/l;12246;146;Occurrence of additional WFD priority substances in Sweden;Höje å nedstr Källby ARV;6177880;1332863;1230;M;;;LIMNISK;SW44;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3.4;;µg/l;12247;146;Occurrence of additional WFD priority substances in Sweden;Höje å nedstr Källby ARV;6177880;1332863;1230;M;;;LIMNISK;SW45;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;12250;146;Occurrence of additional WFD priority substances in Sweden;Indalsälven Bogrundet plantskola;6933809;1583273;;Y;;;LIMNISK;SW48;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.88;;µg/l;12251;146;Occurrence of additional WFD priority substances in Sweden;Indalsälven Bogrundet plantskola Timrå;6934146;1583272;;Y;;;LIMNISK;SW49;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.8;;µg/l;12252;146;Occurrence of additional WFD priority substances in Sweden;Inre fjärden Sörgrundet-Fliskär;6730725;1576971;;X;;;KUST;SW50;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.2;;µg/l;12233;146;Occurrence of additional WFD priority substances in Sweden;Göta Älv 1 Risholmen Göteborg;6403555;1261384;1480;O;;;KUST;SW31;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.8;;µg/l;12234;146;Occurrence of additional WFD priority substances in Sweden;Göta Älv Hjärtholmen Göteborg;6403555;1261384;1480;O;;;KUST;SW32;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.2;;µg/l;12236;146;Occurrence of additional WFD priority substances in Sweden;Hagaviken Stockholm;6572583;1617920;180;AB;;;LIMNISK;SW34;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.5;;µg/l;12237;146;Occurrence of additional WFD priority substances in Sweden;Hagaviken Stockholm;6572583;1617920;180;AB;;;LIMNISK;SW35;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.38;;µg/l;12238;146;Occurrence of additional WFD priority substances in Sweden;Hammarö Vänern Karlstad;6584975;1372978;1780;S;;;LIMNISK;SW36;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;12267;146;Occurrence of additional WFD priority substances in Sweden;Molkomsjön;6609189;1381733;;S;;;LIMNISK;SW65;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;12268;146;Occurrence of additional WFD priority substances in Sweden;Motala Ströms mynning Norrköping;6496842;1522293;581;E;;;LIMNISK;SW66;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;12269;146;Occurrence of additional WFD priority substances in Sweden;Motala Ströms mynning Norrköping;6496842;1522293;581;E;;;LIMNISK;SW67;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.1;;µg/l;12274;146;Occurrence of additional WFD priority substances in Sweden;Ronnebyån Flåboda;6271237;1461637;;G;;;LIMNISK;SW72;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.7;;µg/l;12275;146;Occurrence of additional WFD priority substances in Sweden;Ronnebyån Flåboda;6271237;1461637;;G;;;LIMNISK;SW73;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;16;;µg/l;12278;146;Occurrence of additional WFD priority substances in Sweden;Runn Falun;6718718;1492141;2080;W;;;LIMNISK;SW76;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2;;µg/l;12253;146;Occurrence of additional WFD priority substances in Sweden;Inre fjärden Sörgrundet-Fliskär;6730725;1576971;;X;;;KUST;SW51;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.5;;µg/l;12256;146;Occurrence of additional WFD priority substances in Sweden;Kyrkviken Glafsfjorden;6617446;1317856;;S;;;LIMNISK;SW54;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.6;;µg/l;12258;146;Occurrence of additional WFD priority substances in Sweden;Lillån nedstr Bankeryd ARV;6417254;1400667;;F;;;LIMNISK;SW56;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.21;;µg/l;12262;146;Occurrence of additional WFD priority substances in Sweden;Ljusacksen;6753716;1479768;;W;;;LIMNISK;SW60;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.56;;µg/l;12263;146;Occurrence of additional WFD priority substances in Sweden;Ljusacksen;6753716;1479768;;W;;;LIMNISK;SW61;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.54;;µg/l;12284;146;Occurrence of additional WFD priority substances in Sweden;Storsjön nedstr Östersunds ARV;7009798;1440743;2380;Z;;;LIMNISK;SW82;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.53;;µg/l;12285;146;Occurrence of additional WFD priority substances in Sweden;Storsjön nedstr Östersunds ARV;7009798;1440743;2380;Z;;;LIMNISK;SW83;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.8;;µg/l;12302;146;Occurrence of additional WFD priority substances in Sweden;Vege å nedstr Ekebro ARV;6223223;1319238;;M;;;LIMNISK;SW100;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.3;;µg/l;12303;146;Occurrence of additional WFD priority substances in Sweden;Vege å nedstr Ekebro ARV;6223223;1319238;;M;;;LIMNISK;SW101;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.6;;µg/l;12306;146;Occurrence of additional WFD priority substances in Sweden;Vesan;6221130;1429098;;K;;;LIMNISK;SW104;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.7;;µg/l;12307;146;Occurrence of additional WFD priority substances in Sweden;Vesan;6221130;1429098;;K;;;LIMNISK;SW105;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;18;;µg/l;12279;146;Occurrence of additional WFD priority substances in Sweden;Runn Falun;6718718;1492141;2080;W;;;LIMNISK;SW77;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.8;;µg/l;12292;146;Occurrence of additional WFD priority substances in Sweden;Svartån nedstr Skebäcks ARV;6573087;1468814;;T;;;LIMNISK;SW90;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.1;;µg/l;12293;146;Occurrence of additional WFD priority substances in Sweden;Svartån nedstr Skebäcks ARV;6573087;1468814;;T;;;LIMNISK;SW91;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.4;;µg/l;12296;146;Occurrence of additional WFD priority substances in Sweden;Säve ån Gamlestaden O 13;6406943;1275078;;O;;;LIMNISK;SW94;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.6;;µg/l;12297;146;Occurrence of additional WFD priority substances in Sweden;Säve ån Gamlestaden O 13;6406943;1275078;;O;;;LIMNISK;SW95;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.92;;µg/l;12298;146;Occurrence of additional WFD priority substances in Sweden;Torsjöån nedstr Eksjö ARV;6349467;1451532;686;F;;;LIMNISK;SW96;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.7;;µg/l;12316;146;Occurrence of additional WFD priority substances in Sweden;Öresund Malmö hamn;6169603;1323959;1280;M;;;KUST;SW114;2013-05-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.1;;µg/l;12689;156;Prioriterade ämnen, SFÄ mm i Katrineholm och Långhalsen;Djulösjön;6538697;1524657;483;D;SE3;Urban;LIMNISK;Djulösjön_vatten_2012;2012-11-19;0.5;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1;;µg/l;12690;156;Prioriterade ämnen, SFÄ mm i Katrineholm och Långhalsen;Duveholmssjön;6539252;1522216;483;D;SE3;Urban;LIMNISK;Duveholmssjön_vatten_2012;2012-11-19;0.5;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.84;;µg/l;12691;156;Prioriterade ämnen, SFÄ mm i Katrineholm och Långhalsen;Näsnaren;6543954;1520519;483;D;SE3;Urban;LIMNISK;Näsnaren_vatten_2012;2012-11-21;0.5;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1;;µg/l;12692;156;Prioriterade ämnen, SFÄ mm i Katrineholm och Långhalsen;Viren;6541231;1517244;483;D;SE3;Bakgrund;LIMNISK;Viren_vatten_2012;2012-11-19;0.5;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;10;;µg/l;12308;146;Occurrence of additional WFD priority substances in Sweden;Visby ARV;6391627;1647312;980;I;;;KUST;SW106;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1;;µg/l;12310;146;Occurrence of additional WFD priority substances in Sweden;Vålösundet;6574871;1399878;;S;;;LIMNISK;SW108;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2.2;;µg/l;12312;146;Occurrence of additional WFD priority substances in Sweden;Åbyån;6226331;1499046;;K;;;LIMNISK;SW110;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.76;;µg/l;12314;146;Occurrence of additional WFD priority substances in Sweden;Åsfjorden Grums;6582207;1348890;1764;S;;;LIMNISK;SW112;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.95;;µg/l;12315;146;Occurrence of additional WFD priority substances in Sweden;Öresund Malmö hamn;6169603;1323959;1280;M;;;KUST;SW113;2012-11-01;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.092;;µg/l;10600;119;Organiska miljögifter och metaller i Hagbyåns vattensystem 2010;Hagbyån, Vikerns utlopp;6598726;1452364;1884;T;SE3;Reg bakgr;LIMNISK;Prio2010-1;2010-06-02;0.5;;;;;;;;;DGT;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.12;;µg/l;10601;119;Organiska miljögifter och metaller i Hagbyåns vattensystem 2010;Hagbyån, Hagelgruvan/Gyttorps skjutbana;6599492;1453038;1884;T;SE3;Reg bakgr;LIMNISK;Prio2010-2;2010-06-02;0.5;;;;;;;;;DGT;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.07;;µg/l;10602;119;Organiska miljögifter och metaller i Hagbyåns vattensystem 2010;Hagbyån, Åsbosjöns utlopp;6600008;1454848;1884;T;SE3;Bakgrund;LIMNISK;Prio2010-3;2010-06-02;0.5;;;;;;;;;DGT;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.065;;µg/l;10603;119;Organiska miljögifter och metaller i Hagbyåns vattensystem 2010;Norasjöns utlopp;6601442;1459960;1884;T;SE3;Bakgrund;LIMNISK;Prio2010-5;2010-06-02;0.5;;;;;;;;;DGT;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.63;;µg/l;13333;172;Prioriterade ämnen och SFÄ i Sillen och Frösjön sediment;Frösjön;6550044;1586985;461;D;SE3;Bakgrund;LIMNISK;Frösjön_metaller_2014;2014-11-12;0.5;;;;;;;;;diss;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.9;;µg/l;13334;172;Prioriterade ämnen och SFÄ i Sillen och Frösjön sediment;Sillen;6540000;1590900;181;AB;SE3;Punktkälla;LIMNISK;Sillen_metaller_2014;2014-11-10;0.5;;;;;;;;;diss;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.99;;µg/l;12693;156;Prioriterade ämnen, SFÄ mm i Katrineholm och Långhalsen;Långhalsen, Vrena;6526340;1554283;480;D;SE3;Urban;LIMNISK;Långhalsen_vatten_2012;2012-11-20;0.5;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1.1;;µg/l;12694;156;Prioriterade ämnen, SFÄ mm i Katrineholm och Långhalsen;Långhalsen, Vrena;6526340;1554283;480;D;SE3;Urban;LIMNISK;Långhalsen_vatten_2013_a;2013-06-12;0.5;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.6;;µg/l;12695;156;Prioriterade ämnen, SFÄ mm i Katrineholm och Långhalsen;Långhalsen, Vrena;6526340;1554283;480;D;SE3;Urban;LIMNISK;Långhalsen_vatten_2013_b;2013-05-14;0.5;;;;;;;;;diss;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;<0.001;b;mg/l;9217;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Bäsingen, Dalälven;;;2084;W;;Urban;LIMNISK;WSP984_W_27;2009-09-09;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1;;mg/l;9218;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Semla, Kolbäcksån;;;1982;W;;Urban;LIMNISK;WSP984_W_28;2009-09-09;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;<0.001;b;mg/l;9246;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Strömrännan;;;2262;Y;;;LIMNISK;WSP984_Y_303;2009-06-30;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1;;mg/l;9247;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Robäcken-Kolstabäcken;;;2281;Y;;;LIMNISK;WSP984_Y_304;2009-08-11;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.0043;;mg/l;9248;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Ljustabäcken;;;2281;Y;;Urban;LIMNISK;WSP984_Y_305;2009-08-11;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;<0.001;b;mg/l;9249;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Strömrännan;;;2262;Y;;;LIMNISK;WSP984_Y_306;2009-08-11;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;<0.001;b;mg/l;9250;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Robäcken-Kolstabäcken;;;2281;Y;;;LIMNISK;WSP984_Y_307;2009-09-15;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;2;;mg/l;9251;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Ljustabäcken;;;2281;Y;;Urban;LIMNISK;WSP984_Y_308;2009-09-15;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;<0.001;b;mg/l;9252;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Strömrännan;;;2262;Y;;;LIMNISK;WSP984_Y_309;2009-09-15;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.13;;µg/l;10493;114;RMÖ Provtagning av vattendirektivets PRIO-ämnen med passiva provtagare;Lillån. Strålsnäs. Nedströms Gustavsson & Co;6456768;1458078;560;E;SE4;Punktkälla;LIMNISK;U10606800;2010-10-05;0.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.056;;µg/l;10494;114;RMÖ Provtagning av vattendirektivets PRIO-ämnen med passiva provtagare;Svartån. Boxholmssåg;6452015;1455581;560;E;SE4;Punktkälla;LIMNISK;U10606801;2010-10-05;0.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.077;;µg/l;10495;114;RMÖ Provtagning av vattendirektivets PRIO-ämnen med passiva provtagare;Svartån. Boxholmsbruk;6452906;1454669;560;E;SE4;Punktkälla;LIMNISK;U10606802;2010-10-05;0.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.057;;µg/l;10496;114;RMÖ Provtagning av vattendirektivets PRIO-ämnen med passiva provtagare;Svartån. efter Sommens utlopp;6449187;1454918;560;E;SE4;Punktkälla;LIMNISK;U10606803;2010-10-05;0.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.073;;µg/l;10497;114;RMÖ Provtagning av vattendirektivets PRIO-ämnen med passiva provtagare;Hättorpsån. De Geers fors. uppströms Qvarnshammars bruk.;6508558;1463143;583;E;SE4;Punktkälla;LIMNISK;U10606804;2010-10-07;0.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.13;;µg/l;10498;114;RMÖ Provtagning av vattendirektivets PRIO-ämnen med passiva provtagare;Hättorpsån. De Geers fors. nedströms Qvarnshammars bruk.;6508026;1464345;583;E;SE4;Punktkälla;LIMNISK;U10606805;2010-10-07;0.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.052;;µg/l;10499;114;RMÖ Provtagning av vattendirektivets PRIO-ämnen med passiva provtagare;Emmaån. Grytgöl. uppströms Grytgöls bruk;6520600;1485625;562;E;SE4;Punktkälla;LIMNISK;U10606806;2010-10-07;0.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.42;;µg/l;10500;114;RMÖ Provtagning av vattendirektivets PRIO-ämnen med passiva provtagare;Emmaån. Grytgöl. nedströms Grytgöls bruk och sjön Grytgölen;6519053;1486679;562;E;SE4;Punktkälla;LIMNISK;U10606807;2010-10-07;0.5;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;1;;mg/l;9244;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Robäcken-Kolstabäcken;;;2281;Y;;;LIMNISK;WSP984_Y_301;2009-06-30;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;3;;mg/l;9245;92;Samordning av regional screening av växtskydds/bekämpningsmedel;Ljustabäcken;;;2281;Y;;Urban;LIMNISK;WSP984_Y_302;2009-06-30;;;;;;;;;;;Ytvatten;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.083;;µg/l;10456;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 30;6377154;1309409;1490;O;SE5;Urban;LIMNISK;V_2010_30_1;2010-02-16;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.1;;µg/l;10457;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 30;6377154;1309409;1490;O;SE5;Urban;LIMNISK;V_2010_30_2;2010-04-13;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.047;;µg/l;10458;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 30;6377154;1309409;1490;O;SE5;Urban;LIMNISK;V_2010_30_3;2010-06-08;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.12;;µg/l;10459;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 30;6377154;1309409;1490;O;SE5;Urban;LIMNISK;V_2010_30_4;2010-08-19;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.08;;µg/l;10460;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 30;6377154;1309409;1490;O;SE5;Urban;LIMNISK;V_2010_30_5;2010-10-13;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.09;;µg/l;10461;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 30;6377154;1309409;1490;O;SE5;Urban;LIMNISK;V_2010_30_6;2010-12-14;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.086;;µg/l;10462;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 50;6401895;1328387;1490;O;SE5;Urban;LIMNISK;V_2010_50_1;2010-02-17;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.074;;µg/l;10463;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 50;6401895;1328387;1490;O;SE5;Urban;LIMNISK;V_2010_50_2;2010-04-13;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.088;;µg/l;10464;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 50;6401895;1328387;1490;O;SE5;Urban;LIMNISK;V_2010_50_3;2010-06-09;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.061;;µg/l;10465;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 50;6401895;1328387;1490;O;SE5;Urban;LIMNISK;V_2010_50_4;2010-08-18;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.071;;µg/l;10466;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 50;6401895;1328387;1490;O;SE5;Urban;LIMNISK;V_2010_50_5;2010-10-14;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.051;;µg/l;10467;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 50;6401895;1328387;1490;O;SE5;Urban;LIMNISK;V_2010_50_6;2010-12-06;yta;;;;;;;;;tot;;;;;;;;;;;;;
7440-50-8;CU;copper;VATTEN;0.052;;µg/l;10468;112;Screening av metaller och organiska miljögifter i O-län;Viskan, 53;6401835;1328820;1490;O;SE5;Urban;LIMNISK;V_2010_53_1;2010-02-17;yta;;;;;;;;;tot;;;;;;;;;;;;;
