Stationsnamn;MD-MVM Id;EU id;Stationskoordinat N/X;Stationskoordinat E/Y;Provplatskoordinat N/X;Provplatskoordinat E/Y;Koordinatsystem;Provtagningsmedium;Program;Delprogram;Projekt;Län;Kommun;MS_CD C2;MS_CD C3;ProvId;Provdatum;Provtagningsår;Provtagningsmånad;Provtagningsdag;Min provdjup (m);Max provdjup (m);Undersökningstyp;Provkommentar;Value;Unit
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;786602;2019-06-16;2019;6;16;0,50;0,50;Vattenkemi i vattendrag;;3;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;789661;2019-07-14;2019;7;14;0,50;0,50;Vattenkemi i vattendrag;;2,7;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;789739;2019-08-15;2019;8;15;0,50;0,50;Vattenkemi i vattendrag;;2,6;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;796680;2019-09-15;2019;9;15;0,50;0,50;Vattenkemi i vattendrag;;2,8;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;817277;2019-10-13;2019;10;13;0,50;0,50;Vattenkemi i vattendrag;0,101 m3/s;1,8;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;822389;2019-11-13;2019;11;13;0,50;0,50;Vattenkemi i vattendrag;;4,8;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;822702;2019-12-15;2019;12;15;0,50;0,50;Vattenkemi i vattendrag;;2,3;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;830004;2020-01-15;2020;1;15;0,50;0,50;Vattenkemi i vattendrag;19,25 m3/s;2,9;µg/l
Alsterån Getebro;44;SE632033-152167;6318978;570563;6318968;570581;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Flodmynningar;Kalmar län;Högsby;WA81275650;WA81275650;830021;2020-02-16;2020;2;16;0,50;0,50;Vattenkemi i vattendrag;19 m3/s;3,5;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;383515;2016-02-16;2016;2;16;0,50;0,50;;;0,58;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;446708;2016-03-16;2016;3;16;0,50;0,50;;;0,56;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;500337;2016-05-11;2016;5;11;0,10;0,10;;;0,69;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;500909;2016-06-15;2016;6;15;0,10;0,10;;;0,63;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;515940;2016-07-12;2016;7;12;0,10;0,10;;;0,74;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;524445;2016-08-10;2016;8;10;0,10;0,10;;;0,5;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;543529;2016-09-15;2016;9;15;0,50;0,50;;;0,72;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;543721;2016-10-12;2016;10;12;0,10;0,10;;;0,76;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;549505;2016-11-16;2016;11;16;0,10;0,10;;;1,1;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;549760;2016-12-13;2016;12;13;0,10;0,10;;Lågt vattenstånd. Dammen kommer tas bort under 2017 utav sportfiskarna.;1,3;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;589024;2017-01-19;2017;1;19;0,50;0,50;;;0,88;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;607716;2017-02-15;2017;2;15;0,10;0,10;;;0,65;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;624447;2017-03-15;2017;3;15;0,10;0,10;;;0,45;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;627619;2017-04-12;2017;4;12;0,50;0,50;;Lågt vattenstånd;1,1;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;651020;2017-05-17;2017;5;17;0,10;0,10;;Mycket lågt flöde!;1,8;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;651451;2017-06-14;2017;6;14;0,10;0,10;;;0,86;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;666658;2017-07-12;2017;7;12;0,10;0,10;Vattenkemi i vattendrag;;1,4;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;688817;2017-08-15;2017;8;15;0,10;0,10;Vattenkemi i vattendrag;jag tar provet på vanliga platsen. dämmet är borttaget men pp ser bra ut.;0,6;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;689623;2017-09-13;2017;9;13;0,10;0,10;Vattenkemi i vattendrag;;1,4;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;704050;2017-10-19;2017;10;19;0,50;0,50;Vattenkemi i vattendrag;;0,85;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;707368;2017-11-16;2017;11;16;0,10;0,10;Vattenkemi i vattendrag;;0,43;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;708869;2017-12-12;2017;12;12;0,50;0,50;Vattenkemi i vattendrag;;0,62;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;716876;2018-01-24;2018;1;24;0,10;0,10;Vattenkemi i vattendrag;;0,83;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;720471;2018-02-19;2018;2;19;0,10;0,10;Vattenkemi i vattendrag;;0,61;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;725142;2018-03-19;2018;3;19;0,50;0,50;Vattenkemi i vattendrag;;0,54;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;730683;2018-04-17;2018;4;17;0,10;0,10;Vattenkemi i vattendrag;;0,61;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;735533;2018-05-16;2018;5;16;0,10;0,10;Vattenkemi i vattendrag;;0,56;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;736075;2018-06-13;2018;6;13;0,05;0,05;Vattenkemi i vattendrag;;0,79;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;748426;2018-07-09;2018;7;9;0,20;0,20;Vattenkemi i vattendrag;;0,87;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;748820;2018-08-08;2018;8;8;0,20;0,20;Vattenkemi i vattendrag;Vattenflöde mycket lågt;0,72;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;752481;2018-09-17;2018;9;17;0,20;0,20;Vattenkemi i vattendrag;;0,63;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;756944;2018-10-16;2018;10;16;0,20;0,20;Vattenkemi i vattendrag;;0,54;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;763599;2018-11-14;2018;11;14;0,10;0,10;Vattenkemi i vattendrag;;0,43;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;763851;2018-12-12;2018;12;12;0,20;0,20;Vattenkemi i vattendrag;;1,8;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;771865;2019-01-16;2019;1;16;0,10;0,10;Vattenkemi i vattendrag;konduktivitet 19,7 mS/m Fält;1,1;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;771784;2019-02-13;2019;2;13;0,30;0,30;Vattenkemi i vattendrag;;0,97;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;776432;2019-03-12;2019;3;12;0,30;0,30;Vattenkemi i vattendrag;;0,57;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;776922;2019-04-16;2019;4;16;0,20;0,20;Vattenkemi i vattendrag;;0,45;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;785948;2019-05-15;2019;5;15;0,30;0,30;Vattenkemi i vattendrag;;0,68;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;786537;2019-06-12;2019;6;12;0,30;0,30;Vattenkemi i vattendrag;;1,7;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;788697;2019-07-16;2019;7;16;0,40;0,40;Vattenkemi i vattendrag;;0,72;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;789019;2019-08-13;2019;8;13;0,50;0,50;Vattenkemi i vattendrag;;0,63;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;796562;2019-09-17;2019;9;17;0,30;0,30;Vattenkemi i vattendrag;;0,82;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;823320;2019-10-16;2019;10;16;0,30;0,30;Vattenkemi i vattendrag;;0,86;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;823321;2019-11-13;2019;11;13;0,40;0,40;Vattenkemi i vattendrag;;0,72;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;823322;2019-12-17;2019;12;17;0,50;0,50;Vattenkemi i vattendrag;;0,61;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;829978;2020-01-14;2020;1;14;0,30;0,30;Vattenkemi i vattendrag;Konduktivitet 6,6;0,65;µg/l
Ålbergaån, Kila;189;SE651375-154304;6512573;589620;6512605;589873;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA51800039;WA51800039;830037;2020-02-11;2020;2;11;0,50;0,50;Vattenkemi i vattendrag;kond 7;0,79;µg/l
Vretaån;216;SE651360-153835;6512366;584934;6512514;584904;SWEREF 99 TM;Vattendrag;Sötvatten;NMÖ;Vattendrag trendstationer;Södermanlands län;Nyköping;WA39935042;WA39935042;382942;2016-01-13;2016;1;13;0,10;0,10;;;1,2;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606880;2016-01-12;2016;1;12;0,50;0,50;;;1,1;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606884;2016-02-17;2016;2;17;0,50;0,50;;;0,88;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606885;2016-03-17;2016;3;17;0,50;0,50;;;2,1;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606886;2016-04-13;2016;4;13;0,50;0,50;;;1;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606887;2016-05-19;2016;5;19;0,50;0,50;;;1,1;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606888;2016-06-13;2016;6;13;0,50;0,50;;;0,93;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606889;2016-07-06;2016;7;6;0,50;0,50;;;1,6;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606890;2016-08-24;2016;8;24;0,50;0,50;;;0,91;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606891;2016-09-20;2016;9;20;0,50;0,50;;;0,77;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606881;2016-10-27;2016;10;27;0,50;0,50;;;2,5;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606882;2016-11-08;2016;11;8;0,50;0,50;;;2,4;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;606883;2016-12-27;2016;12;27;0,50;0,50;;;1,8;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721904;2017-01-17;2017;1;17;0,50;0,50;Vattenkemi i vattendrag;;1,6;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721908;2017-02-22;2017;2;22;0,50;0,50;Vattenkemi i vattendrag;;1,8;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721909;2017-03-21;2017;3;21;0,50;0,50;Vattenkemi i vattendrag;;1,4;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721910;2017-04-27;2017;4;27;0,50;0,50;Vattenkemi i vattendrag;;1,5;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721911;2017-05-18;2017;5;18;0,50;0,50;Vattenkemi i vattendrag;;1,2;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721912;2017-06-20;2017;6;20;0,50;0,50;Vattenkemi i vattendrag;;1,8;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721913;2017-07-06;2017;7;6;0,50;0,50;Vattenkemi i vattendrag;;1,2;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721914;2017-08-29;2017;8;29;0,50;0,50;Vattenkemi i vattendrag;;0,91;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721915;2017-09-26;2017;9;26;0,50;0,50;Vattenkemi i vattendrag;;1,4;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721905;2017-10-26;2017;10;26;0,50;0,50;Vattenkemi i vattendrag;;1,4;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721906;2017-11-23;2017;11;23;0,50;0,50;Vattenkemi i vattendrag;;0,95;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;721907;2017-12-21;2017;12;21;0,50;0,50;Vattenkemi i vattendrag;;1,3;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775372;2018-01-18;2018;1;18;0,50;0,50;Vattenkemi i vattendrag;;1,5;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775376;2018-02-23;2018;2;23;0,50;0,50;Vattenkemi i vattendrag;;1,7;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775377;2018-03-15;2018;3;15;0,50;0,50;Vattenkemi i vattendrag;;1,9;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775378;2018-04-24;2018;4;24;0,50;0,50;Vattenkemi i vattendrag;;1,8;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775379;2018-05-22;2018;5;22;0,50;0,50;Vattenkemi i vattendrag;;1,7;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775380;2018-06-29;2018;6;29;0,50;0,50;Vattenkemi i vattendrag;;1,8;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775381;2018-07-10;2018;7;10;0,50;0,50;Vattenkemi i vattendrag;;2,3;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775382;2018-08-23;2018;8;23;0,50;0,50;Vattenkemi i vattendrag;;1,3;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775383;2018-09-26;2018;9;26;0,50;0,50;Vattenkemi i vattendrag;;0,77;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775373;2018-10-30;2018;10;30;0,50;0,50;Vattenkemi i vattendrag;;1,1;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775374;2018-11-14;2018;11;14;0,50;0,50;Vattenkemi i vattendrag;;1,3;µg/l
Strömsrum;3805;SE631235-153752;6311078;586532;6311188;586501;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Alsterån;Kalmar län;Mönsterås;WA22707091;WA22707091;775375;2018-12-19;2018;12;19;0,50;0,50;Vattenkemi i vattendrag;;1,4;µg/l
