Stationsnamn;MD-MVM Id;EU id;Stationskoordinat N/X;Stationskoordinat E/Y;Provplatskoordinat N/X;Provplatskoordinat E/Y;Koordinatsystem;Provtagningsmedium;Program;Delprogram;Projekt;Län;Kommun;MS_CD C2;MS_CD C3;ProvId;Provdatum;Provtagningsår;Provtagningsmånad;Provtagningsdag;Min provdjup (m);Max provdjup (m);Undersökningstyp;Provkommentar;Value;Unit
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738687;2017-06-12;2017;6;12;0,50;0,50;Vattenkemi i vattendrag;;4,7;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738688;2017-07-12;2017;7;12;0,50;0,50;Vattenkemi i vattendrag;;3,7;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738689;2017-08-07;2017;8;7;0,50;0,50;Vattenkemi i vattendrag;;2,5;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738690;2017-09-15;2017;9;15;0,50;0,50;Vattenkemi i vattendrag;;4,8;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738680;2017-10-23;2017;10;23;0,50;0,50;Vattenkemi i vattendrag;;3,5;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738681;2017-11-23;2017;11;23;0,50;0,50;Vattenkemi i vattendrag;;8,8;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;738682;2017-12-19;2017;12;19;0,50;0,50;Vattenkemi i vattendrag;;3,5;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785770;2018-01-12;2018;1;12;0,50;0,50;Vattenkemi i vattendrag;;3,3;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785774;2018-02-08;2018;2;8;0,50;0,50;Vattenkemi i vattendrag;;4,2;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785775;2018-03-12;2018;3;12;0,50;0,50;Vattenkemi i vattendrag;;4;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785776;2018-04-12;2018;4;12;0,50;0,50;Vattenkemi i vattendrag;;3,4;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785777;2018-05-18;2018;5;18;0,50;0,50;Vattenkemi i vattendrag;;2,9;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785778;2018-06-18;2018;6;18;0,50;0,50;Vattenkemi i vattendrag;;3,7;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785779;2018-07-04;2018;7;4;0,50;0,50;Vattenkemi i vattendrag;;3,8;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785780;2018-08-21;2018;8;21;0,50;0,50;Vattenkemi i vattendrag;;4,5;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785781;2018-09-11;2018;9;11;0,50;0,50;Vattenkemi i vattendrag;;4,3;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785771;2018-10-24;2018;10;24;0,50;0,50;Vattenkemi i vattendrag;;3;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785772;2018-11-19;2018;11;19;0,50;0,50;Vattenkemi i vattendrag;;3;µg/l
Storåns Utl;34724;SE648415-153320;6482867;580140;6482867;580140;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Söderköping;WA53357473;WA53357473;785773;2018-12-19;2018;12;19;0,50;0,50;Vattenkemi i vattendrag;;2,7;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;688011;2016-02-23;2016;2;23;0,50;0,50;Vattenkemi i vattendrag;;6,2;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;688012;2016-04-05;2016;4;5;0,50;0,50;Vattenkemi i vattendrag;;6,5;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;688013;2016-06-08;2016;6;8;0,50;0,50;Vattenkemi i vattendrag;;7,8;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;688009;2016-08-09;2016;8;9;0,35;0,35;Vattenkemi i vattendrag;;5,3;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;688008;2016-10-11;2016;10;11;0,30;0,30;Vattenkemi i vattendrag;;4,1;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;688010;2016-12-06;2016;12;6;0,40;0,40;Vattenkemi i vattendrag;;5,3;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;738705;2017-02-07;2017;2;7;0,50;0,50;Vattenkemi i vattendrag;;5,4;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;738706;2017-04-06;2017;4;6;0,50;0,50;Vattenkemi i vattendrag;;6,2;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;738707;2017-06-07;2017;6;7;0,50;0,50;Vattenkemi i vattendrag;;7,2;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;738708;2017-08-07;2017;8;7;0,50;0,50;Vattenkemi i vattendrag;;4,5;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;738703;2017-10-05;2017;10;5;0,50;0,50;Vattenkemi i vattendrag;;6,5;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;738704;2017-12-18;2017;12;18;0,50;0,50;Vattenkemi i vattendrag;;5,5;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;785797;2018-02-06;2018;2;6;0,50;0,50;Vattenkemi i vattendrag;;5;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;785798;2018-04-13;2018;4;13;0,50;0,50;Vattenkemi i vattendrag;;5;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;785799;2018-06-13;2018;6;13;0,50;0,50;Vattenkemi i vattendrag;;6,6;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;785794;2018-08-22;2018;8;22;0,20;0,20;Vattenkemi i vattendrag;;4,8;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;785795;2018-10-11;2018;10;11;0,40;0,40;Vattenkemi i vattendrag;;4,2;µg/l
Byngarens Utlopp;34727;SE646272-154170;6461548;588893;6461548;588893;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Motala ström;Östergötlands län;Valdemarsvik;WA49690408;WA49690408;785796;2018-12-05;2018;12;5;0,40;0,40;Vattenkemi i vattendrag;;3,8;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;766124;2018-02-13;2018;2;13;0,20;0,20;Vattenkemi i vattendrag;;3,5;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;766125;2018-04-16;2018;4;16;0,20;0,20;Vattenkemi i vattendrag;;2,8;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;766126;2018-08-16;2018;8;16;0,20;0,20;Vattenkemi i vattendrag;;1,7;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;766123;2018-12-11;2018;12;11;0,20;0,20;Vattenkemi i vattendrag;;1,7;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;822219;2019-02-14;2019;2;14;0,20;0,20;Vattenkemi i vattendrag;;4,4;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;822220;2019-04-16;2019;4;16;0,20;0,20;Vattenkemi i vattendrag;;1,2;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;822221;2019-06-18;2019;6;18;0,20;0,20;Vattenkemi i vattendrag;;1,2;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;822222;2019-08-19;2019;8;19;0,20;0,20;Vattenkemi i vattendrag;;1,3;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;822217;2019-10-10;2019;10;10;0,20;0,20;Vattenkemi i vattendrag;;1,3;µg/l
Tomtebybäcken;45418;SE628445-152249;6283131;571807;6283131;571807;SWEREF 99 TM;Vattendrag;Sötvatten;SRK;Ljungbyån;Kalmar län;Kalmar;;;822218;2019-12-16;2019;12;16;0,20;0,20;Vattenkemi i vattendrag;;5,3;µg/l
