Country;DATE;Latitude;Longitude;PARAM;Value;MUNIT;uM
Lithuania;23/10/2008;55.31166667;20.95666667;ZN;0;ug/l;0
Lithuania;23/10/2008;55.71833333;21.06166667;ZN;0;ug/l;0
Lithuania;23/10/2008;55.73500000;21.05000000;ZN;0;ug/l;0
Lithuania;23/10/2008;55.88166667;20.34166667;ZN;0;ug/l;0
Germany;27/01/2006;54.47000000;12.22000000;ZN;0,996;ug/l;0.000233007
Germany;27/01/2006;54.47000000;12.22000000;ZN;164000;ug/kg;38.36666195
Germany;28/01/2006;54.72000000;12.78000000;ZN;192000;ug/kg;44.91706765
Germany;28/01/2006;54.72000000;12.78000000;ZN;0,539;ug/l;0.000126095
Germany;28/01/2006;54.93000000;13.50000000;ZN;294000;ug/kg;68.77925984
Germany;28/01/2006;54.93000000;13.50000000;ZN;0,664;ug/l;0.000155338
Germany;28/01/2006;54.93000000;13.50000000;ZN;236000;ug/kg;55.21056232
Germany;28/01/2006;54.93000000;13.50000000;ZN;0,602;ug/l;0.000140834
Germany;29/01/2006;55.25000000;15.98000000;ZN;310000;ug/kg;72.52234881
Germany;29/01/2006;55.25000000;15.98000000;ZN;0,564;ug/l;0.000131944
Germany;30/01/2006;55.22000000;17.07000000;ZN;750000;ug/kg;175.4572955
Germany;30/01/2006;55.22000000;17.07000000;ZN;0,453;ug/l;0.000105976
Germany;30/01/2006;55.55000000;18.40000000;ZN;0,528;ug/l;0.000123522
Germany;30/01/2006;55.55000000;18.40000000;ZN;525000;ug/kg;122.8201069
Germany;30/01/2006;55.55000000;18.40000000;ZN;549000;ug/kg;128.4347403
Germany;30/01/2006;55.55000000;18.40000000;ZN;0,659;ug/l;0.000154168
Germany;30/01/2006;56.08000000;19.17000000;ZN;0,384;ug/l;0.0000898341
Germany;30/01/2006;56.08000000;19.17000000;ZN;330000;ug/kg;77.20121003
Germany;31/01/2006;57.07000000;19.83000000;ZN;276000;ug/kg;64.56828475
Germany;31/01/2006;57.07000000;19.83000000;ZN;0,295;ug/l;0.0000690132
Germany;31/01/2006;57.07166667;19.83000000;ZN;0,305;ug/l;0.0000713526
Germany;31/01/2006;57.07166667;19.83000000;ZN;871000;ug/kg;203.7644059
Germany;31/01/2006;57.07166667;19.83000000;ZN;702000;ug/kg;164.2280286
Germany;31/01/2006;57.07166667;19.83000000;ZN;0,386;ug/l;0.000090302
Germany;31/01/2006;57.30000000;20.05000000;ZN;0,629;ug/l;0.00014715
Germany;31/01/2006;57.30000000;20.05000000;ZN;509000;ug/kg;119.0770179
Germany;31/01/2006;57.30000000;20.05000000;ZN;0,614;ug/l;0.000143641
Germany;31/01/2006;57.30000000;20.05000000;ZN;897000;ug/kg;209.8469254
Germany;31/01/2006;57.30000000;20.05000000;ZN;959000;ug/kg;224.3513952
Germany;31/01/2006;57.30000000;20.05000000;ZN;0,36;ug/l;0.0000842195
Germany;08/01/2003;54.71500000;10.13333333;ZN;1;ug/l;0.000233943
Germany;18/02/2003;54.71500000;10.13333333;ZN;1;ug/l;0.000233943
Germany;19/05/2003;54.71500000;10.13333333;ZN;1;ug/l;0.000233943
Germany;17/06/2003;54.71500000;10.13333333;ZN;1;ug/l;0.000233943
Germany;08/07/2003;54.71500000;10.13333333;ZN;1;ug/l;0.000233943
Lithuania;05/02/2009;55.88166667;20.34166667;ZN;53;ug/l;0.012398982
Lithuania;06/02/2009;55.31166667;20.95666667;ZN;53;ug/l;0.012398982
Lithuania;06/05/2009;55.71833333;21.06166667;ZN;53;ug/l;0.012398982
Lithuania;06/05/2009;55.73500000;21.05000000;ZN;53;ug/l;0.012398982
Lithuania;08/05/2009;55.55833333;21.07833333;ZN;53;ug/l;0.012398982
Lithuania;05/08/2009;55.31166667;20.95666667;ZN;53;ug/l;0.012398982
Lithuania;05/08/2009;55.71833333;21.06166667;ZN;53;ug/l;0.012398982
Lithuania;05/08/2009;55.73500000;21.05000000;ZN;63;ug/l;0.014738413
Lithuania;04/12/2009;55.31166667;20.95666667;ZN;53;ug/l;0.012398982
Lithuania;04/12/2009;55.55833333;21.07833333;ZN;53;ug/l;0.012398982
Lithuania;04/12/2009;55.88166667;20.34166667;ZN;53;ug/l;0.012398982
Lithuania;31/03/2010;56.02833333;20.83333333;ZN;5,1;ug/l;0.00119311
Lithuania;01/04/2010;55.31166667;20.95666667;ZN;6,7;ug/l;0.001567419
Lithuania;10/06/2010;55.31166667;20.95666667;ZN;12;ug/l;0.002807317
Lithuania;10/06/2010;55.55833333;21.07833333;ZN;5,9;ug/l;0.001380264
Lithuania;11/08/2010;55.31166667;20.95666667;ZN;5;ug/l;0.001169715
Lithuania;11/08/2010;55.73500000;21.05000000;ZN;5;ug/l;0.001169715
Lithuania;18/11/2010;55.55833333;21.07833333;ZN;5;ug/l;0.001169715
Lithuania;19/11/2010;55.73500000;21.05000000;ZN;5;ug/l;0.001169715
Germany;14/01/2008;54.35383333;10.16466667;ZN;2,7;ug/l;0.000631646
Germany;09/06/2008;54.60000000;10.45000000;ZN;1,3;ug/l;0.000304126
Lithuania;07/03/2007;55.73500000;21.05000000;ZN;51,5;ug/l;0.012048068
Lithuania;07/03/2007;55.73500000;21.05000000;ZN;51,5;ug/l;0.012048068
Lithuania;07/03/2007;55.88166667;20.34166667;ZN;51,5;ug/l;0.012048068
Lithuania;07/03/2007;55.88166667;20.34166667;ZN;51,5;ug/l;0.012048068
Lithuania;16/05/2007;55.55833333;21.07833333;ZN;51,5;ug/l;0.012048068
Lithuania;16/05/2007;56.02833333;20.83333333;ZN;51,5;ug/l;0.012048068
Lithuania;16/05/2007;56.02833333;20.83333333;ZN;51,5;ug/l;0.012048068
Lithuania;16/05/2007;56.02833333;20.83333333;ZN;51,5;ug/l;0.012048068
Lithuania;09/08/2007;55.31166667;20.95666667;ZN;51,5;ug/l;0.012048068
Lithuania;09/08/2007;55.31166667;20.95666667;ZN;51,5;ug/l;0.012048068
Lithuania;09/08/2007;55.55833333;21.07833333;ZN;51,5;ug/l;0.012048068
Lithuania;09/08/2007;55.55833333;21.07833333;ZN;51,5;ug/l;0.012048068
Lithuania;21/11/2007;55.71833333;21.06166667;ZN;51,5;ug/l;0.012048068
Lithuania;21/11/2007;55.71833333;21.06166667;ZN;51,5;ug/l;0.012048068
Lithuania;21/11/2007;55.71833333;21.06166667;ZN;51,5;ug/l;0.012048068
Lithuania;21/11/2007;55.73500000;21.05000000;ZN;51,5;ug/l;0.012048068
Lithuania;21/11/2007;55.73500000;21.05000000;ZN;51,5;ug/l;0.012048068
Russia;10/06/1998;60.10333333;28.06283333;ZN;5,27;ug/l;0.00123288
Russia;11/06/1998;60.34500000;28.01966667;ZN;6,31;ug/l;0.001476181
Russia;13/06/1998;57.32350000;20.04933333;ZN;7,83;ug/l;0.001831774
Russia;15/06/1998;55.54866667;18.58683333;ZN;7,55;ug/l;0.00176627
Russia;30/07/1998;55.47916667;15.99633333;ZN;8,89;ug/l;0.002079754
Russia;03/08/1998;59.20416667;21.80783333;ZN;6,51;ug/l;0.001522969
Russia;04/08/1998;55.01383333;13.50733333;ZN;7,9;ug/l;0.00184815
Russia;04/08/1998;57.15333333;19.93016667;ZN;5,81;ug/l;0.001359209
Lithuania;12/02/2008;56.02833333;20.83333333;ZN;0;ug/l;0
Lithuania;12/02/2008;56.02833333;20.83333333;ZN;0;ug/l;0
Lithuania;12/02/2008;56.02833333;20.83333333;ZN;0;ug/l;0
Lithuania;13/02/2008;55.31166667;20.95666667;ZN;0;ug/l;0
Lithuania;08/05/2008;55.55833333;21.07833333;ZN;0;ug/l;0
Lithuania;08/05/2008;55.55833333;21.07833333;ZN;0;ug/l;0
Lithuania;08/05/2008;55.71833333;21.06166667;ZN;0;ug/l;0
Lithuania;08/05/2008;55.71833333;21.06166667;ZN;0;ug/l;0
Lithuania;20/08/2008;55.73500000;21.05000000;ZN;0;ug/l;0
Lithuania;20/08/2008;55.73500000;21.05000000;ZN;0;ug/l;0
Lithuania;20/08/2008;55.88166667;20.34166667;ZN;0;ug/l;0
Lithuania;20/08/2008;55.88166667;20.34166667;ZN;0;ug/l;0
Lithuania;23/10/2008;55.55833333;21.07833333;ZN;0;ug/l;0
Lithuania;23/10/2008;55.55833333;21.07833333;ZN;0;ug/l;0
Lithuania;23/10/2008;55.71833333;21.06166667;ZN;0;ug/l;0
Lithuania;23/10/2008;55.71833333;21.06166667;ZN;0;ug/l;0
Germany;28/01/2006;55.00000000;13.30000000;ZN;336000;ug/kg;78.60486839
Germany;28/01/2006;55.00000000;13.30000000;ZN;0,531;ug/l;0.000124224
Germany;28/01/2006;55.00000000;13.30000000;ZN;391000;ug/kg;91.47173673
Germany;28/01/2006;55.00000000;13.30000000;ZN;0,452;ug/l;0.000105742
Germany;29/01/2006;55.25000000;15.98000000;ZN;0,677;ug/l;0.000158379
Germany;29/01/2006;55.25000000;15.98000000;ZN;457000;ug/kg;106.9119787
Germany;29/01/2006;55.25000000;15.98000000;ZN;0,718;ug/l;0.000167971
Germany;29/01/2006;55.25000000;15.98000000;ZN;472000;ug/kg;110.4211246
Germany;29/01/2006;55.25000000;15.98000000;ZN;0,584;ug/l;0.000136623
Germany;29/01/2006;55.25000000;15.98000000;ZN;435000;ug/kg;101.7652314
Germany;30/01/2006;55.33000000;18.25000000;ZN;516000;ug/kg;120.7146193
Germany;30/01/2006;55.33000000;18.25000000;ZN;0,445;ug/l;0.000104105
Germany;31/01/2006;57.30000000;20.05000000;ZN;252000;ug/kg;58.95365129
Germany;31/01/2006;57.30000000;20.05000000;ZN;0,256;ug/l;0.0000598894
Germany;31/01/2006;57.30000000;20.05000000;ZN;776000;ug/kg;181.5398151
Germany;31/01/2006;57.30000000;20.05000000;ZN;0,384;ug/l;0.0000898341
Russia;04/10/1995;60.04333333;29.03333333;ZN;4,8;ug/l;0.001122927
Russia;04/10/1995;60.04333333;29.03333333;ZN;3,5;ug/l;0.000818801
Russia;14/10/1995;60.04166667;29.50000000;ZN;2,9;ug/l;0.000678435
Russia;14/10/1995;60.04166667;29.50000000;ZN;3,4;ug/l;0.000795406
Lithuania;06/02/2009;55.55833333;21.07833333;ZN;53;ug/l;0.012398982
Lithuania;06/02/2009;55.55833333;21.07833333;ZN;53;ug/l;0.012398982
Lithuania;06/02/2009;55.71833333;21.06166667;ZN;53;ug/l;0.012398982
Lithuania;06/02/2009;55.71833333;21.06166667;ZN;53;ug/l;0.012398982
Lithuania;05/08/2009;55.31166667;20.95666667;ZN;53;ug/l;0.012398982
Lithuania;05/08/2009;55.55833333;21.07833333;ZN;66;ug/l;0.015440242
Lithuania;05/08/2009;55.55833333;21.07833333;ZN;57;ug/l;0.013334754
Lithuania;05/08/2009;55.71833333;21.06166667;ZN;53;ug/l;0.012398982
Lithuania;04/12/2009;55.55833333;21.07833333;ZN;53;ug/l;0.012398982
Lithuania;04/12/2009;55.71833333;21.06166667;ZN;53;ug/l;0.012398982
Lithuania;04/12/2009;55.71833333;21.06166667;ZN;53;ug/l;0.012398982
Lithuania;04/12/2009;55.73500000;21.05000000;ZN;53;ug/l;0.012398982
Lithuania;04/12/2009;55.73500000;21.05000000;ZN;53;ug/l;0.012398982
Lithuania;01/04/2010;55.55833333;21.07833333;ZN;5;ug/l;0.001169715
Lithuania;02/06/2010;56.02833333;20.83333333;ZN;5;ug/l;0.001169715
Lithuania;02/06/2010;56.02833333;20.83333333;ZN;5;ug/l;0.001169715
Lithuania;09/06/2010;55.73500000;21.05000000;ZN;15;ug/l;0.003509146
Lithuania;09/06/2010;55.73500000;21.05000000;ZN;23;ug/l;0.00538069
Germany;30/01/2008;53.82500000;14.10000000;ZN;5,2165;ug/l;0.001220364
Germany;22/04/2008;54.16666667;12.10000000;ZN;3,3409;ug/l;0.00078158
Russia;10/08/1998;59.20000000;21.80000000;ZN;7,14;ug/l;0.001670353
Germany;21/05/2008;54.00666667;14.23333333;ZN;0,3742;ug/l;0.0000875415
Germany;21/02/2006;54.16666667;12.10000000;ZN;3,7;ug/l;0.000865589
Lithuania;12/02/2008;55.88166667;20.34166667;ZN;0;ug/l;0
Lithuania;13/02/2008;55.31166667;20.95666667;ZN;0;ug/l;0
Germany;04/04/2006;54.00666667;14.23333333;ZN;1,9;ug/l;0.000444492
Germany;19/06/2006;54.00666667;14.23333333;ZN;4,6;ug/l;0.001076138
Lithuania;13/02/2008;55.55833333;21.07833333;ZN;0;ug/l;0
Lithuania;08/05/2008;55.31166667;20.95666667;ZN;0;ug/l;0
Lithuania;08/05/2008;55.31166667;20.95666667;ZN;0;ug/l;0
Germany;30/08/2006;54.00666667;14.23333333;ZN;1,2;ug/l;0.000280732
Germany;20/09/2006;54.16666667;12.10000000;ZN;2,1;ug/l;0.00049128
Lithuania;08/05/2008;55.73500000;21.05000000;ZN;0;ug/l;0
Lithuania;08/05/2008;55.73500000;21.05000000;ZN;0;ug/l;0
Lithuania;20/08/2008;55.71833333;21.06166667;ZN;0;ug/l;0
Lithuania;20/08/2008;55.71833333;21.06166667;ZN;0;ug/l;0
Lithuania;21/08/2008;55.31166667;20.95666667;ZN;0;ug/l;0
Lithuania;21/08/2008;55.31166667;20.95666667;ZN;0;ug/l;0
Lithuania;22/10/2008;56.02833333;20.83333333;ZN;0;ug/l;0
Lithuania;23/10/2008;55.31166667;20.95666667;ZN;56;ug/l;0.013100811
Lithuania;23/10/2008;55.73500000;21.05000000;ZN;0;ug/l;0
Lithuania;23/10/2008;55.73500000;21.05000000;ZN;0;ug/l;0
Germany;27/01/2006;54.47000000;12.22000000;ZN;175000;ug/kg;40.94003562
Germany;27/01/2006;54.47000000;12.22000000;ZN;0,964;ug/l;0.000225521
Germany;27/01/2006;54.47000000;12.22000000;ZN;1,124;ug/l;0.000262952
Germany;21/09/2006;53.95000000;11.40833333;ZN;1,1;ug/l;0.000257337
Germany;17/04/2007;54.16666667;12.10000000;ZN;0,6325;ug/l;0.000147969
Germany;27/01/2006;54.47000000;12.22000000;ZN;157000;ug/kg;36.72906053
Germany;28/01/2006;54.72000000;12.78000000;ZN;161000;ug/kg;37.66483277
Germany;28/01/2006;54.72000000;12.78000000;ZN;0,614;ug/l;0.000143641
Germany;28/01/2006;54.93000000;13.50000000;ZN;0,589;ug/l;0.000137792
Germany;28/01/2006;54.93000000;13.50000000;ZN;636000;ug/kg;148.7877866
Germany;28/01/2006;55.00000000;13.30000000;ZN;572000;ug/kg;133.8154307
Germany;10/07/2007;54.00666667;14.23333333;ZN;1,5437;ug/l;0.000361138
Germany;28/01/2006;55.00000000;13.30000000;ZN;0,944;ug/l;0.000220842
Germany;29/01/2006;55.25000000;15.98000000;ZN;0,476;ug/l;0.000111357
Germany;29/01/2006;55.25000000;15.98000000;ZN;184000;ug/kg;43.04552317
Germany;30/01/2006;55.22000000;17.07000000;ZN;388000;ug/kg;90.76990755
Germany;30/01/2006;55.22000000;17.07000000;ZN;0,42;ug/l;0.0000982561
Germany;30/01/2006;55.33000000;18.25000000;ZN;0,513;ug/l;0.000120013
Germany;30/01/2006;55.33000000;18.25000000;ZN;1678000;ug/kg;392.5564558
Germany;30/01/2006;55.55000000;18.40000000;ZN;952000;ug/kg;222.7137938
Germany;30/01/2006;55.55000000;18.40000000;ZN;0,507;ug/l;0.000118609
Germany;30/01/2006;56.08000000;19.17000000;ZN;1291000;ug/kg;302.0204914
Germany;30/01/2006;56.08000000;19.17000000;ZN;0,426;ug/l;0.0000996597
Germany;19/09/2007;54.16666667;12.10000000;ZN;3,7933;ug/l;0.000887416
Germany;08/10/2007;54.16666667;12.10000000;ZN;5,5081;ug/l;0.001288582
Germany;05/12/2007;53.82500000;14.10000000;ZN;4,2047;ug/l;0.00098366
Germany;13/02/2007;54.83983333;9.48450000;ZN;2,4;ug/l;0.000561463
Germany;30/01/2006;56.63000000;19.58000000;ZN;0,344;ug/l;0.0000804764
Germany;30/01/2006;56.63000000;19.58000000;ZN;651000;ug/kg;152.2969325
Germany;31/01/2006;57.07166667;19.83000000;ZN;539000;ug/kg;126.0953097
Germany;31/01/2006;57.07166667;19.83000000;ZN;0,265;ug/l;0.0000619949
Germany;31/01/2006;57.07166667;19.83000000;ZN;397000;ug/kg;92.87539509
Germany;31/01/2006;57.07166667;19.83000000;ZN;0,416;ug/l;0.0000973203
Germany;25/06/2007;54.11000000;11.17500000;ZN;0,7;ug/l;0.00016376
Germany;27/06/2007;54.51833333;9.67150000;ZN;24;ug/l;0.005614633
Germany;31/01/2006;57.30000000;20.05000000;ZN;0,588;ug/l;0.000137559
Germany;31/01/2006;57.30000000;20.05000000;ZN;299000;ug/kg;69.94897515
Germany;31/01/2006;57.30000000;20.05000000;ZN;765000;ug/kg;178.9664414
Germany;31/01/2006;57.30000000;20.05000000;ZN;0,677;ug/l;0.000158379
Germany;31/01/2006;57.30000000;20.05000000;ZN;0,36;ug/l;0.0000842195
Germany;31/01/2006;57.30000000;20.05000000;ZN;2426000;ug/kg;567.5458652
Germany;19/03/2003;54.71500000;10.13333333;ZN;1;ug/l;0.000233943
Germany;18/11/2003;54.71500000;10.13333333;ZN;1;ug/l;0.000233943
Lithuania;05/02/2009;55.88166667;20.34166667;ZN;53;ug/l;0.012398982
Germany;02/07/2007;54.83983333;9.48450000;ZN;0,8;ug/l;0.000187154
Germany;10/10/2007;54.51833333;9.67150000;ZN;0,8;ug/l;0.000187154
Lithuania;08/06/2011;55.71831667;21.06166667;ZN;15;ug/l;0.003509146
Lithuania;09/06/2011;55.31166667;20.95666667;ZN;15;ug/l;0.003509146
Lithuania;31/03/2011;56.02833333;20.83333333;ZN;15;ug/l;0.003509146
Lithuania;31/03/2011;55.71831667;21.06166667;ZN;15;ug/l;0.003509146
Lithuania;22/04/2011;55.55833333;21.07833333;ZN;15;ug/l;0.003509146
Lithuania;09/11/2011;55.71831667;21.06166667;ZN;15;ug/l;0.003509146
Lithuania;10/11/2011;55.31166667;20.95666667;ZN;15;ug/l;0.003509146
Lithuania;10/11/2011;55.55833333;21.07833333;ZN;15;ug/l;0.003509146
Lithuania;03/08/2011;56.02833333;20.83333333;ZN;28;ug/l;0.006550406
Lithuania;03/08/2011;55.73500000;21.05000000;ZN;15;ug/l;0.003509146
Lithuania;04/08/2011;55.31166667;20.95666667;ZN;19;ug/l;0.004444918
Lithuania;05/03/2012;55.71831667;21.06166667;ZN;5;ug/l;0.001169715
Lithuania;06/03/2012;55.55833333;21.07833333;ZN;5;ug/l;0.001169715
Lithuania;22/05/2012;56.02833333;20.83333333;ZN;5;ug/l;0.001169715
Lithuania;31/05/2012;55.31166667;20.95666667;ZN;5;ug/l;0.001169715
Lithuania;31/05/2012;55.55833333;21.07833333;ZN;5;ug/l;0.001169715
Lithuania;21/08/2012;55.55833333;21.07833333;ZN;5;ug/l;0.001169715
Lithuania;21/08/2012;55.31166667;20.95666667;ZN;5;ug/l;0.001169715
Lithuania;22/08/2012;55.71831667;21.06166667;ZN;5;ug/l;0.001169715
Lithuania;15/10/2012;56.02833333;20.83333333;ZN;5;ug/l;0.001169715
Lithuania;22/10/2012;55.31166667;20.95666667;ZN;22;ug/l;0.005146747
Lithuania;22/10/2012;55.55833333;21.07833333;ZN;5;ug/l;0.001169715
Germany;11/05/1998;54.00666667;14.23333333;ZN;5,43;ug/l;0.001270311
Germany;22/07/1998;54.00666667;14.23333333;ZN;6,67;ug/l;0.0015604
Germany;20/01/1998;53.95000000;11.40833333;ZN;2,65;ug/l;0.000619949
Germany;18/03/1998;53.95000000;11.40833333;ZN;12,7;ug/l;0.002971077
Germany;11/08/1998;53.95000000;11.40833333;ZN;2,62;ug/l;0.000612931
Germany;02/11/1998;53.95000000;11.40833333;ZN;3,38;ug/l;0.000790728
Germany;08/06/1998;54.16666667;12.10000000;ZN;5,4;ug/l;0.001263293
Germany;10/08/1998;54.16666667;12.10000000;ZN;4,52;ug/l;0.001057423
Germany;21/04/1998;53.82500000;14.10000000;ZN;3,88;ug/l;0.000907699
Germany;16/06/1998;53.82500000;14.10000000;ZN;12,3;ug/l;0.0028775
Germany;16/03/1999;53.82500000;14.10000000;ZN;5,25;ug/l;0.001228201
Germany;15/04/1999;53.82500000;14.10000000;ZN;6,07;ug/l;0.001420034
Germany;23/11/1999;53.82500000;14.10000000;ZN;6,68;ug/l;0.00156274
Germany;14/12/1999;53.82500000;14.10000000;ZN;4,7;ug/l;0.001099532
Germany;17/05/1999;54.00666667;14.23333333;ZN;1,95;ug/l;0.000456189
Germany;28/06/1999;54.00666667;14.23333333;ZN;1,85;ug/l;0.000432795
Lithuania;06/03/2007;56.02833333;20.83333333;ZN;51,5;ug/l;0.012048068
Lithuania;06/03/2007;56.02833333;20.83333333;ZN;51,5;ug/l;0.012048068
Lithuania;06/03/2007;56.02833333;20.83333333;ZN;51,5;ug/l;0.012048068
Lithuania;08/03/2007;55.55833333;21.07833333;ZN;51,5;ug/l;0.012048068
Lithuania;15/05/2007;55.71833333;21.06166667;ZN;51,5;ug/l;0.012048068
Lithuania;15/05/2007;55.71833333;21.06166667;ZN;51,5;ug/l;0.012048068
Germany;04/01/1999;54.00666667;14.23333333;ZN;1,7;ug/l;0.000397703
Lithuania;15/05/2007;55.71833333;21.06166667;ZN;51,5;ug/l;0.012048068
Lithuania;17/05/2007;55.88166667;20.34166667;ZN;51,5;ug/l;0.012048068
Lithuania;17/05/2007;55.88166667;20.34166667;ZN;51,5;ug/l;0.012048068
Lithuania;08/08/2007;55.88166667;20.34166667;ZN;51,5;ug/l;0.012048068
Germany;08/02/1999;54.00666667;14.23333333;ZN;18,2;ug/l;0.004257764
Germany;08/03/1999;54.16666667;12.10000000;ZN;1;ug/l;0.000233943
Germany;18/10/1999;54.16666667;12.10000000;ZN;15,8;ug/l;0.0036963
Germany;08/11/1999;54.16666667;12.10000000;ZN;6,17;ug/l;0.001443429
Germany;09/03/1999;53.95000000;11.40833333;ZN;5,17;ug/l;0.001209486
Germany;12/01/1999;53.95000000;11.40833333;ZN;2,45;ug/l;0.00057316
Germany;23/02/1999;53.95000000;11.40833333;ZN;1,32;ug/l;0.000308805
Germany;21/02/2000;54.23166667;12.06666667;ZN;5,87;ug/l;0.001373246
Germany;19/03/2000;54.23166667;12.06666667;ZN;2,03;ug/l;0.000474904
Germany;16/10/2000;54.23166667;12.06666667;ZN;10,2;ug/l;0.002386219
Germany;13/11/2000;54.23166667;12.06666667;ZN;3,12;ug/l;0.000729902
Germany;02/05/2000;54.53000000;12.52500000;ZN;3,03;ug/l;0.000708847
Germany;14/06/2000;54.53000000;12.52500000;ZN;1;ug/l;0.000233943
Germany;01/02/2000;54.00666667;14.23333333;ZN;2,37;ug/l;0.000554445
Germany;18/09/2000;54.00666667;14.23333333;ZN;2,32;ug/l;0.000542748
Germany;23/10/2000;54.00666667;14.23333333;ZN;1,53;ug/l;0.000357933
Germany;22/02/2000;53.95000000;11.40833333;ZN;5,42;ug/l;0.001267971
Germany;14/11/2000;53.95000000;11.40833333;ZN;2,88;ug/l;0.000673756
Germany;22/02/2000;54.01666667;11.36666667;ZN;3,52;ug/l;0.00082348
Germany;20/03/2000;54.01666667;11.36666667;ZN;3,38;ug/l;0.000790728
